UserGuid,EmailAddress,CustomerNumber,AgreementNumber,LinkedAdminAgreement,AdminInvoiced,AgreementSignupDate,CustomerSignupDate,CustomerType,Segment,Commodity,ProductName,TariffCode,DistributionRegion,MeterPointEIC,MeterSerialNumber,SmartMeterInstalled,MeterReadingFrequency,LastMeterReadingDate,LastMeterReadingValue,AnnualConsumptionKWh,AnnualGasConsumptionM3,CurrentAccountingYearEndDate,InvoiceDeliveryMethod,InvoiceFrequency,LastInvoiceDate,LastInvoiceAmountEUR,OutstandingBalanceEUR,PaymentMethod,DirectDebitActive,LatePaymentsLast12M,PaymentPlanActive,MonthlyDepositEUR,EZonaRegistered,EZonaLastLoginDate,AppUsage,MobileAppPlatform,NewsletterConsent,MarketingConsent,OutageNotificationConsent,PlannedOutageCountLast12M,UnplannedOutageCountLast12M,OpenServiceRequests,LastServiceRequestDate,LastServiceRequestType,SolarInterestScore,EnergyEfficiencyLeadScore,EVInterest,HeatPumpInterest,GreenEnergySubscription,PaperlessInvoice,ComplaintCountLast24M,ChurnRiskScore,CustomerLifetimeValueEUR,PreferredContactChannel,City,PostalCode,NumberOfEmployees,IndustryCode,LegalForm,Superuser
78d8d5e5-7f98-449d-b0ad-1f6976a0318c,andrea.tothova490@post.sk,11831584,PX-590-926,,FALSE,5/13/2020 14:51:00,5/13/2020 14:51:00,Household,Green energy,Electricity + Gas,Duo Komfort,DMP1-PLYN,Prievidza,24ZSS1170790508P,ELM205796,TRUE,Monthly,4/25/2026 4:12:00,22414,4211,1248,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,114.44,0,Bank transfer,FALSE,1,FALSE,133,FALSE,,,,TRUE,FALSE,FALSE,5,1,1,3/5/2025 22:22:00,Meter reading,1,9,FALSE,FALSE,FALSE,FALSE,0,5,3547.64,SMS,Prievidza,97101,,,,FALSE
6557ffc0-1ed7-4f07-a923-6638c3ccb307,daniel.varga491@azet.sk,10361518,RX-591-286,,FALSE,5/7/2020 11:46:00,5/7/2020 11:46:00,Household,Solar interest,Electricity + Gas,Firma Energia Plus,VS-ELE,Ruzomberok,24ZSS1869818917Q,ELM407375,TRUE,Monthly,4/29/2026 19:45:00,11560,7078,552,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,89.7,0,Direct debit,TRUE,1,FALSE,102.84,TRUE,8/16/2025 13:16:00,eZona web,,TRUE,TRUE,TRUE,2,0,1,1/30/2025 14:22:00,Contact support,7,9,FALSE,FALSE,FALSE,TRUE,3,3,4126.2,SMS,Ruzomberok,03401,,,,FALSE
1bac37a9-09b6-4fc6-b844-6202cc5f32a4,natalia.horvath492@azet.sk,11876935,PX-592-481,,FALSE,7/10/2024 3:42:00,7/10/2024 3:42:00,Household,Standard household,Electricity,Elektrina Domov,DD1-DOM,Prievidza,24ZSS2687733929K,ELM446956,FALSE,Quarterly,5/5/2026 2:11:00,44256,7303,0,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,58.39,0,Postal order,FALSE,0,FALSE,66.66,TRUE,1/26/2025 22:13:00,eZona web,,FALSE,TRUE,TRUE,0,0,0,,Invoice copy,0,10,FALSE,FALSE,FALSE,FALSE,0,3,3678.57,Phone,Prievidza,97101,,,,TRUE
5fec40ba-13c9-48e5-8b6a-52cc091205a1,tomas.kral493@gmail.com,17822359,ZX-593-462,,FALSE,9/16/2019 22:58:00,9/16/2019 22:58:00,Household,Green energy,Gas,Plyn Domov,DD5-SOLAR,Zvolen,24ZSS2213394535K,GAS887206,TRUE,Monthly,3/30/2026 15:30:00,32704,0,2121,12/31/2026 0:00:00,Post,Annual,4/30/2026 0:00:00,175.66,0,Postal order,FALSE,0,FALSE,148.33,TRUE,3/23/2025 1:38:00,eZona web,,TRUE,TRUE,TRUE,5,3,0,3/26/2025 20:00:00,Tariff consultation,1,3,FALSE,TRUE,TRUE,FALSE,0,3,7202.06,eZona message,Zvolen,96001,,,,TRUE
545f897c-45fd-4837-a337-33ce95096e24,katarina.simon494@gmail.com,15024190,CX-594-152,,FALSE,12/3/2019 11:33:00,12/3/2019 11:33:00,Household,Price sensitive,Electricity,Elektrina Domov,B2B-ELE,Cadca,24ZSS8174884401Q,ELM415377,TRUE,Monthly,3/31/2026 9:40:00,10405,1318,0,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,21.25,0,Direct debit,TRUE,5,FALSE,21.26,TRUE,2/8/2025 23:25:00,mobile web,Android,TRUE,FALSE,TRUE,3,3,0,,Move contract,1,7,FALSE,FALSE,FALSE,TRUE,1,5,1275,Email,Cadca,02201,,,,TRUE
f4577434-56a1-458e-8145-04a3fe076773,katarina.danko495@energia-client.sk,29217757,TX-595-320,,TRUE,10/29/2019 21:35:00,10/29/2019 21:35:00,Business,Public sector,Electricity,Verejna Sprava Elektrina,B2B-GAS,Trencin,24ZSS8530816795P,ELM349149,TRUE,Monthly,4/24/2026 0:20:00,46723,114434,0,12/31/2026 0:00:00,Email,Quarterly,4/30/2026 0:00:00,183.74,347,Direct debit,FALSE,2,FALSE,189.44,TRUE,12/27/2025 12:16:00,"eZona web, API",,TRUE,FALSE,TRUE,4,0,3,,Tariff consultation,3,10,FALSE,FALSE,FALSE,TRUE,1,3,12861.8,Phone,Trencin,91101,28,493200,s.r.o.,TRUE
ae81089a-40f0-4747-8c36-542247011d20,ivana.polak496@azet.sk,11509195,ZX-596-640,,FALSE,1/18/2020 3:04:00,1/18/2020 3:04:00,Household,High consumption,Electricity,Elektrina Domov,DMP1-PLYN,Zilina,24ZSS6415292904M,ELM188814,FALSE,Quarterly,3/21/2026 5:08:00,17063,7165,0,12/31/2026 0:00:00,Email,Quarterly,4/30/2026 0:00:00,66.36,58.47,Direct debit,TRUE,1,FALSE,69.04,TRUE,4/23/2025 8:42:00,"eZona web, API",,TRUE,FALSE,TRUE,4,2,1,,Meter reading,5,8,FALSE,FALSE,FALSE,TRUE,4,8,1260.84,Phone,Zilina,01001,,,,TRUE
f4fab122-c6dd-473f-8267-49f8e97b99bc,monika.marekova497@post.sk,18062239,LM-597-678,,FALSE,10/14/2024 11:18:00,10/14/2024 11:18:00,Household,Solar interest,Electricity,Firma Elektrina Plus,B2B-DUO,Liptovsky Mikulas,24ZSS4940005346Q,ELM645469,FALSE,Quarterly,3/16/2026 17:24:00,12543,5643,0,12/31/2026 0:00:00,Email,Quarterly,4/30/2026 0:00:00,76.07,0,Postal order,FALSE,0,FALSE,65.86,TRUE,2/3/2026 6:30:00,"eZona web, API",,TRUE,FALSE,TRUE,0,0,0,1/8/2026 6:22:00,Deposit change,10,8,FALSE,FALSE,TRUE,TRUE,0,4,2358.17,Phone,Liptovsky Mikulas,03101,,,,TRUE
65e7a4e0-2acf-406b-819b-c5e02d25f681,simona.kral498@azet.sk,14077709,PX-598-710,,FALSE,11/19/2018 6:03:00,11/19/2018 6:03:00,Household,Senior assisted,Electricity,Elektrina Online,DD2-DOM,Poprad,24ZSS7693467519Q,ELM636391,FALSE,Quarterly,3/28/2026 5:10:00,21948,8351,0,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,67.59,0,Direct debit,TRUE,1,FALSE,55.8,TRUE,2/19/2026 4:25:00,mobile web,,TRUE,FALSE,TRUE,0,1,2,3/22/2026 19:34:00,Deposit change,2,10,FALSE,FALSE,FALSE,TRUE,1,5,4325.76,SMS,Poprad,05801,,,,TRUE
671931a4-fa54-491e-81da-c4d53b4b4400,katarina.kollarova499@post.sk,16478195,ZX-599-250,,FALSE,10/5/2020 23:36:00,10/5/2020 23:36:00,Household,Solar interest,Electricity,Elektrina Domov,B2B-DUO,Zvolen,24ZSS6285484590K,ELM486967,TRUE,Monthly,3/20/2026 2:37:00,16313,2925,0,12/31/2026 0:00:00,Post,Monthly,4/30/2026 0:00:00,22.56,57.57,Direct debit,TRUE,1,TRUE,23.87,FALSE,,,,FALSE,TRUE,TRUE,3,0,3,3/5/2025 15:59:00,Contact support,9,8,FALSE,FALSE,FALSE,FALSE,1,2,947.52,eZona message,Zvolen,96001,,,,FALSE
dc820807-e1e7-4f3b-8ded-eabf05d722c5,miroslav.varga500@energia-client.sk,24008807,RX-600-695,,FALSE,12/18/2019 16:52:00,12/18/2019 16:52:00,Business,SME multi-site,Gas,Firma Plyn Plus,B2B-ELE,Ruzomberok,24ZSS3489461501K,GAS475386,TRUE,Monthly,4/14/2026 20:38:00,99709,0,1327,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,231.99,0,Direct debit,FALSE,1,FALSE,214.15,FALSE,,,,FALSE,FALSE,TRUE,5,3,0,1/24/2026 1:17:00,Solar consultation,3,5,FALSE,FALSE,FALSE,FALSE,0,5,10439.55,eZona message,Ruzomberok,03401,37,861000,a.s.,FALSE
d732c87a-e1f1-4c65-88e3-6f00166bf12b,ivana.tothova501@gmail.com,12344277,PX-601-384,,FALSE,9/2/2024 14:53:00,9/2/2024 14:53:00,Household,Senior assisted,Electricity,Elektrina Domov,DMP1-PLYN,Prievidza,24ZSS2553857779P,ELM635759,TRUE,Monthly,4/5/2026 17:58:00,24096,4137,0,12/31/2026 0:00:00,Post,Annual,4/30/2026 0:00:00,55.79,0,Direct debit,TRUE,0,FALSE,51.8,TRUE,1/28/2025 7:53:00,"eZona web, API",Android,TRUE,TRUE,FALSE,2,3,1,8/29/2025 21:04:00,Deposit change,7,5,FALSE,TRUE,FALSE,FALSE,1,2,3291.61,Phone,Prievidza,97101,,,,TRUE
1c4d99ee-5219-4cdd-89f1-33aad32800b3,veronika.tothova502@azet.sk,13071384,PX-602-623,,FALSE,7/20/2024 1:23:00,7/20/2024 1:23:00,Household,Solar interest,Electricity + Gas,Online Domov Duo,B2B-GAS,Poprad,24ZSS6311052909M,ELM959965,TRUE,Monthly,4/9/2026 9:55:00,45772,5780,1193,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,94.71,0,Direct debit,FALSE,1,FALSE,90.11,TRUE,4/4/2025 15:26:00,"eZona web, mobile web",,TRUE,FALSE,TRUE,3,3,0,,Invoice copy,7,10,FALSE,TRUE,FALSE,TRUE,1,2,1988.91,Email,Poprad,05801,,,,TRUE
d0c8e421-6dc2-41f7-b69b-193cb5a55c1d,simona.kovac503@gmail.com,17352824,TX-603-741,,FALSE,4/14/2019 11:54:00,4/14/2019 11:54:00,Household,Digital household,Electricity + Gas,Firma Energia Plus,B2B-GAS,Trencin,24ZSS4153548444Q,ELM681982,TRUE,Monthly,3/23/2026 1:35:00,45033,3004,1373,12/31/2026 0:00:00,Post,Annual,4/30/2026 0:00:00,94.09,0,Direct debit,TRUE,1,FALSE,109.55,TRUE,4/27/2025 3:12:00,"eZona web, API",Android,TRUE,FALSE,TRUE,5,3,1,,Deposit change,5,4,TRUE,TRUE,FALSE,FALSE,3,7,2446.34,Email,Trencin,91101,,,,TRUE
6fcb165b-235c-4609-99df-3af4cf996a85,miroslav.gregorova504@gmail.com,11651424,ZX-604-482,,FALSE,6/30/2024 20:12:00,6/30/2024 20:12:00,Household,High consumption,Electricity + Gas,Online Domov Duo,VS-ELE,Zvolen,24ZSS6396404194K,ELM466908,TRUE,Monthly,4/15/2026 16:03:00,13572,1723,141,12/31/2026 0:00:00,Post,Monthly,4/30/2026 0:00:00,59.08,160.74,Card,FALSE,1,FALSE,65.76,FALSE,,,,FALSE,FALSE,FALSE,4,0,1,2/8/2026 1:32:00,Solar consultation,0,4,FALSE,FALSE,FALSE,FALSE,0,3,1122.52,SMS,Zvolen,96001,,,,FALSE
5d6bceaa-7dd6-4966-9f18-7129c6882730,daniel.simon505@example-business.sk,23011603,LM-605-700,,TRUE,7/7/2021 6:18:00,7/7/2021 6:18:00,Business,Hospitality,Electricity,Verejna Sprava Elektrina,B2B-DUO,Liptovsky Mikulas,24ZSS1252858041P,ELM255815,TRUE,Monthly,3/4/2026 17:40:00,135188,54597,0,12/31/2026 0:00:00,Email,Quarterly,4/30/2026 0:00:00,90.37,0,Direct debit,FALSE,1,FALSE,101.77,TRUE,1/16/2026 0:21:00,mobile web,Android,TRUE,FALSE,TRUE,2,1,1,,Solar consultation,1,7,FALSE,TRUE,FALSE,TRUE,1,3,6145.16,eZona message,Liptovsky Mikulas,03101,35,620100,a.s.,TRUE
1a9580f4-bb52-473b-922d-93aa12a3ec2f,andrea.simon506@azet.sk,19852687,PX-606-260,,FALSE,6/5/2025 7:22:00,6/5/2025 7:22:00,Household,Digital household,Electricity + Gas,Firma Energia Plus,DD5-SOLAR,Prievidza,24ZSS8475932774P,ELM436909,FALSE,Quarterly,4/6/2026 3:15:00,12175,1591,1493,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,145.42,0,Card,FALSE,0,FALSE,131.01,TRUE,8/26/2025 12:10:00,"eZona web, mobile web",,TRUE,TRUE,TRUE,3,3,1,7/2/2025 23:31:00,Meter reading,3,3,FALSE,FALSE,TRUE,TRUE,0,0,7998.1,eZona message,Prievidza,97101,,,,TRUE
16ef58bb-32af-4c23-82a8-528ef5d38993,juraj.marekova507@example.sk,16358081,MX-607-259,,FALSE,6/20/2018 5:01:00,6/20/2018 5:01:00,Household,Senior assisted,Electricity,Elektrina Domov,DD1-DOM,Martin,24ZSS3821418755K,ELM133420,TRUE,Monthly,4/17/2026 16:28:00,2032,5297,0,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,71.01,89.93,Card,FALSE,1,FALSE,62.71,TRUE,3/1/2025 1:45:00,eZona web,,TRUE,FALSE,TRUE,2,1,0,8/8/2025 6:18:00,Invoice copy,7,5,FALSE,FALSE,FALSE,TRUE,1,6,1349.19,Email,Martin,03601,,,,TRUE
08adaec2-cf25-4e75-b0e2-b7b2615363bd,katarina.varga508@energia-client.sk,24667209,PX-608-392,,FALSE,8/9/2025 8:05:00,8/9/2025 8:05:00,Business,Public sector,Gas,Plyn Komfort,B2B-ELE,Poprad,24ZSS4009145718M,GAS490485,TRUE,Monthly,4/24/2026 23:05:00,213095,0,8169,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,509.3,1016.61,Postal order,FALSE,4,FALSE,600.27,TRUE,5/8/2025 1:24:00,mobile web,,TRUE,FALSE,TRUE,5,2,1,3/16/2025 15:14:00,Invoice copy,2,4,FALSE,FALSE,TRUE,TRUE,0,6,20372,eZona message,Poprad,05801,35,852000,zivnostnik,TRUE
5973a07c-73ab-49c1-b8df-c3884079bcab,peter.fedorova509@energia-client.sk,29083338,BB-609-501,ADM-653-621,TRUE,2/3/2023 12:18:00,2/3/2023 12:18:00,Business,Retail services,Electricity,Elektrina Online,VS-ELE,Banska Bystrica,24ZSS5815095348Q,ELM806787,TRUE,Monthly,3/13/2026 21:59:00,226333,110243,0,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,189.95,161.72,Card,FALSE,0,FALSE,166.85,FALSE,,,,FALSE,FALSE,TRUE,5,3,0,11/20/2025 14:52:00,Complaint,0,10,FALSE,FALSE,FALSE,FALSE,0,6,12156.8,Email,Banska Bystrica,97401,18,861000,s.r.o.,FALSE
7306457d-7e9d-4f40-89a1-f6506cacda3a,simona.lackova510@example.sk,18723756,MX-610-310,,FALSE,9/25/2019 23:44:00,9/25/2019 23:44:00,Household,Solar interest,Electricity + Gas,Duo Komfort,DD2-DOM,Martin,24ZSS9923001373P,ELM808647,FALSE,Annual,3/21/2026 18:29:00,17131,8954,1102,12/31/2026 0:00:00,Email,Quarterly,4/30/2026 0:00:00,127.31,0,Direct debit,TRUE,4,FALSE,117.41,FALSE,,,,FALSE,TRUE,TRUE,2,1,0,,Solar consultation,9,9,FALSE,FALSE,FALSE,FALSE,5,8,3946.61,SMS,Martin,03601,,,,FALSE
0f125737-a558-45fb-a63c-20cf3798d0f2,katarina.mikulas511@municipal.sk,27635879,PX-611-639,ADM-699-966,FALSE,3/5/2019 1:15:00,3/5/2019 1:15:00,Business,SME multi-site,Gas,Firma Plyn Plus,DD1-DOM,Poprad,24ZSS6934856664K,GAS559190,TRUE,Monthly,4/9/2026 11:25:00,103647,0,12561,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,729.86,0,Direct debit,TRUE,1,FALSE,617.31,TRUE,7/21/2025 19:28:00,"eZona web, API",Android,TRUE,FALSE,FALSE,2,3,3,,Invoice copy,4,3,FALSE,FALSE,FALSE,TRUE,4,7,49630.48,Email,Poprad,05801,16,620100,neziskova organizacia,TRUE
d4126c40-90e7-4516-aa48-ea3fd13f96c8,samuel.novakova512@example.sk,12261243,PX-612-204,,FALSE,2/26/2023 20:43:00,2/26/2023 20:43:00,Household,Green energy,Gas,Plyn Komfort,DD5-SOLAR,Poprad,24ZSS8881691152M,GAS840759,FALSE,Annual,4/9/2026 14:20:00,30913,0,1636,12/31/2026 0:00:00,Email,Quarterly,4/30/2026 0:00:00,134.98,58.22,Direct debit,TRUE,1,FALSE,122.01,TRUE,11/12/2025 4:52:00,"eZona web, API",,FALSE,FALSE,FALSE,2,1,1,11/12/2025 15:16:00,Solar consultation,5,5,FALSE,FALSE,FALSE,TRUE,1,8,6749,Email,Poprad,05801,,,,TRUE
39ffea17-6c50-4848-aa38-b90dddb009ef,michal.simon513@energia-client.sk,29666404,CX-613-269,,TRUE,3/11/2019 16:53:00,3/11/2019 16:53:00,Business,Public sector,Gas,Plyn Komfort,DD1-DOM,Cadca,24ZSS4272071947P,GAS834212,FALSE,Annual,3/10/2026 8:10:00,58384,0,13707,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,968.89,0,Card,FALSE,0,FALSE,1100.62,TRUE,10/6/2025 12:31:00,"eZona web, mobile web",,FALSE,TRUE,TRUE,4,2,0,6/9/2025 3:12:00,Contact support,6,1,FALSE,TRUE,FALSE,TRUE,0,1,27128.92,eZona message,Cadca,02201,49,861000,zivnostnik,TRUE
50b0711e-efd9-4c1a-a202-e78ed8783eec,samuel.balaz514@azet.sk,18799995,PX-614-961,,FALSE,7/25/2023 8:14:00,7/25/2023 8:14:00,Household,Solar interest,Electricity + Gas,Duo Komfort,DD2-DOM,Poprad,24ZSS8610445036M,ELM718296,TRUE,Monthly,4/23/2026 8:21:00,46671,3649,877,12/31/2026 0:00:00,Post,Monthly,4/30/2026 0:00:00,66.93,55.2,Card,FALSE,0,FALSE,61.7,FALSE,,,,TRUE,TRUE,TRUE,0,2,1,,Deposit change,10,7,FALSE,FALSE,FALSE,FALSE,0,3,1874.04,Phone,Poprad,05801,,,,FALSE
a3b9d287-64fd-4ac6-a5fd-26cffc0b851b,andrea.lackova515@firma.sk,26674209,CX-615-477,ADM-936-537,TRUE,2/11/2019 9:52:00,2/11/2019 9:52:00,Business,Public sector,Electricity,Firma Elektrina Plus,DD5-SOLAR,Cadca,24ZSS8298621721K,ELM766981,TRUE,Monthly,3/4/2026 20:58:00,54381,71643,0,12/31/2026 0:00:00,Post,Annual,4/30/2026 0:00:00,219.61,172.45,Direct debit,TRUE,1,FALSE,193.32,TRUE,3/29/2026 8:06:00,eZona web,,FALSE,FALSE,FALSE,3,1,0,,Solar consultation,0,9,TRUE,FALSE,FALSE,FALSE,1,4,15372.7,SMS,Cadca,02201,2,471100,s.r.o.,TRUE
081cd77d-112c-43b5-acbc-30debbd6e279,lenka.fedorova516@post.sk,10053301,LM-616-901,,FALSE,2/13/2024 18:31:00,2/13/2024 18:31:00,Household,Senior assisted,Gas,Firma Plyn Plus,B2B-GAS,Liptovsky Mikulas,24ZSS4269352718K,GAS909485,TRUE,Monthly,3/29/2026 17:38:00,43323,0,864,12/31/2026 0:00:00,Post,Monthly,4/30/2026 0:00:00,119.52,0,Direct debit,TRUE,3,FALSE,134.98,FALSE,,,,TRUE,FALSE,TRUE,2,2,0,9/26/2025 15:31:00,Invoice copy,1,5,TRUE,TRUE,TRUE,FALSE,1,7,3824.64,Email,Liptovsky Mikulas,03101,,,,FALSE
ee6cf428-ce68-44a0-8f5c-c9b4c9ffbe7e,katarina.tothova517@energia-client.sk,27544554,PX-617-205,,FALSE,5/19/2022 1:10:00,5/19/2022 1:10:00,Business,SME multi-site,Electricity,Firma Elektrina Plus,B2B-GAS,Poprad,24ZSS6217598805M,ELM634312,FALSE,Annual,3/4/2026 7:39:00,95286,25752,0,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,135.89,0,Postal order,FALSE,0,FALSE,113.95,TRUE,11/23/2025 2:09:00,"eZona web, API",Android,TRUE,TRUE,FALSE,1,3,1,4/9/2026 0:55:00,Contact support,6,3,FALSE,TRUE,FALSE,TRUE,1,3,6522.72,Phone,Poprad,05801,52,493200,a.s.,FALSE
e6ea9c17-6200-4564-9e79-5d6df9b93c71,pavol.kovac518@example-business.sk,29173376,CX-618-886,,FALSE,8/30/2020 2:17:00,8/30/2020 2:17:00,Business,Retail services,Electricity + Gas,Online Domov Duo,DMP1-PLYN,Cadca,24ZSS6452603193K,ELM249291,TRUE,Monthly,4/27/2026 2:56:00,163148,40777,1088,12/31/2026 0:00:00,Post,Monthly,4/30/2026 0:00:00,113.59,0,Bank transfer,FALSE,0,FALSE,121.7,FALSE,,,,FALSE,TRUE,FALSE,3,0,1,10/17/2025 18:59:00,Move contract,5,9,TRUE,FALSE,TRUE,FALSE,1,5,4997.96,eZona message,Cadca,02201,52,861000,obec,FALSE
3962bf0e-e9dc-4184-9f66-b65a565ffe42,ivana.gregorova519@gmail.com,16041040,ZX-619-914,,FALSE,4/17/2025 14:51:00,4/17/2025 14:51:00,Household,High consumption,Electricity,Elektrina Domov,DMP1-PLYN,Zilina,24ZSS8725527185P,ELM736603,TRUE,Monthly,4/8/2026 12:09:00,20430,8760,0,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,58.66,5.1,Postal order,FALSE,0,FALSE,54.14,TRUE,7/18/2025 0:55:00,eZona web,Android,FALSE,FALSE,FALSE,3,1,2,,Invoice copy,7,10,FALSE,FALSE,FALSE,TRUE,0,6,2053.1,eZona message,Zilina,01001,,,,TRUE
0a53e007-5d2a-4152-bfa0-a492133e92f5,michal.mikulas520@gmail.com,10126508,TX-620-838,,FALSE,10/8/2018 14:30:00,10/8/2018 14:30:00,Household,Solar interest,Electricity + Gas,Firma Energia Plus,DD2-DOM,Trencin,24ZSS7413434919M,ELM852678,TRUE,Monthly,3/12/2026 15:28:00,3543,8899,1665,12/31/2026 0:00:00,Email,Quarterly,4/30/2026 0:00:00,131.27,0,Direct debit,TRUE,0,FALSE,131.7,TRUE,8/11/2025 20:11:00,"eZona web, API",iOS,FALSE,FALSE,TRUE,4,2,0,,Move contract,8,9,FALSE,FALSE,FALSE,TRUE,0,3,7613.66,SMS,Trencin,91101,,,,TRUE
9267d426-58c1-40cc-a976-1f95c1a7ac44,peter.halas521@azet.sk,13162750,MX-621-192,,FALSE,6/20/2023 21:22:00,6/20/2023 21:22:00,Household,Standard household,Electricity + Gas,Online Domov Duo,B2B-ELE,Martin,24ZSS3335152265Q,ELM243923,TRUE,Monthly,4/30/2026 23:12:00,16641,1742,495,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,88.56,38.9,Direct debit,TRUE,2,FALSE,100.8,TRUE,4/20/2026 6:15:00,mobile web,,FALSE,FALSE,TRUE,4,3,1,4/24/2025 21:20:00,Solar consultation,0,4,FALSE,FALSE,FALSE,TRUE,1,5,5402.16,SMS,Martin,03601,,,,TRUE
4a3476d1-5950-4d11-ad51-3f9a2d796be6,michal.marekova522@gmail.com,16960883,PX-622-906,,FALSE,8/23/2020 7:52:00,8/23/2020 7:52:00,Household,Solar interest,Electricity,Elektrina Domov,DD2-DOM,Poprad,24ZSS4552857277Q,ELM211922,TRUE,Monthly,3/13/2026 20:39:00,12782,2862,0,12/31/2026 0:00:00,Email,Quarterly,4/30/2026 0:00:00,60.54,0,Card,FALSE,1,FALSE,50.17,FALSE,,,,TRUE,FALSE,TRUE,0,3,1,,Move contract,8,5,FALSE,FALSE,FALSE,FALSE,1,2,2905.92,eZona message,Poprad,05801,,,,FALSE
67cb804e-9ff2-4524-9e27-8c03510c8aaf,pavol.kollarova523@example.sk,16436873,MX-623-827,,FALSE,4/20/2019 8:46:00,4/20/2019 8:46:00,Household,Senior assisted,Electricity + Gas,Online Domov Duo,B2B-GAS,Martin,24ZSS2228998095M,ELM435086,TRUE,Monthly,4/28/2026 0:26:00,22862,3312,1500,12/31/2026 0:00:00,Email,Annual,4/30/2026 0:00:00,127.13,104.32,Bank transfer,FALSE,0,FALSE,139.45,TRUE,8/5/2025 12:12:00,"eZona web, API",,TRUE,TRUE,FALSE,2,3,1,4/6/2026 19:29:00,Solar consultation,6,9,FALSE,FALSE,FALSE,TRUE,0,1,4449.55,eZona message,Martin,03601,,,,TRUE
7176eb91-a880-4d5f-98f5-6b0b6a61cdeb,katarina.fedorova524@example.sk,17105873,LM-624-434,,FALSE,6/9/2025 0:44:00,6/9/2025 0:44:00,Household,Digital household,Gas,Plyn Domov,VS-ELE,Liptovsky Mikulas,24ZSS6036688336M,GAS307688,TRUE,Monthly,3/31/2026 16:06:00,36357,0,1885,12/31/2026 0:00:00,Post,Quarterly,4/30/2026 0:00:00,131.68,85.13,Bank transfer,FALSE,0,FALSE,110.17,FALSE,,,,TRUE,TRUE,TRUE,5,0,0,4/22/2025 1:51:00,Tariff consultation,3,4,FALSE,FALSE,FALSE,FALSE,0,4,7505.76,eZona message,Liptovsky Mikulas,03101,,,,FALSE
a7396315-1a96-404e-97fa-45c301892450,simona.balaz525@gmail.com,17177942,MX-625-548,,FALSE,3/2/2026 11:53:00,3/2/2026 11:53:00,Household,Standard household,Electricity + Gas,Firma Energia Plus,DD1-DOM,Martin,24ZSS7906965511K,ELM970899,TRUE,Monthly,3/7/2026 0:51:00,34583,4822,1510,12/31/2026 0:00:00,Email,Quarterly,4/30/2026 0:00:00,103.97,33.5,Direct debit,FALSE,0,FALSE,93.37,TRUE,6/23/2025 17:05:00,"eZona web, API",,TRUE,TRUE,FALSE,5,2,0,,Move contract,3,10,FALSE,FALSE,TRUE,TRUE,0,5,3431.01,Email,Martin,03601,,,,FALSE
385304df-53fb-4805-b11a-01a8530cdc63,juraj.polak526@gmail.com,17544463,MX-626-698,,FALSE,1/18/2022 4:48:00,1/18/2022 4:48:00,Household,High consumption,Gas,Plyn Domov,DD2-DOM,Martin,24ZSS9906551853K,GAS795775,FALSE,Annual,4/4/2026 9:15:00,26731,0,1939,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,180.65,80.21,Direct debit,TRUE,1,FALSE,190.87,TRUE,8/9/2025 20:48:00,eZona web,,FALSE,FALSE,TRUE,1,2,1,1/3/2025 8:25:00,Invoice copy,7,1,FALSE,FALSE,TRUE,TRUE,0,6,11922.9,SMS,Martin,03601,,,,TRUE
4ef9c23c-017f-4ed2-bda3-66de89810c47,marek.balaz527@azet.sk,13605367,ZX-627-344,,FALSE,12/16/2021 1:46:00,12/16/2021 1:46:00,Household,Digital household,Electricity + Gas,Firma Energia Plus,VS-ELE,Zvolen,24ZSS4403758377P,ELM114934,TRUE,Monthly,4/25/2026 2:34:00,7884,7405,2148,12/31/2026 0:00:00,Email,Monthly,4/30/2026 0:00:00,163.55,0,Bank transfer,FALSE,0,FALSE,187.95,TRUE,1/14/2026 21:08:00,"eZona web, mobile web",,TRUE,TRUE,TRUE,0,1,0,8/10/2025 2:23:00,Meter reading,3,10,FALSE,TRUE,FALSE,TRUE,4,0,10140.1,SMS,Zvolen,96001,,,,FALSE
